,identifier,pollster:id,link,start_date,end_date,published_date,population,sponsor,method,n,area,done_by_x,notes_x,,question:identifier,poll:identifier,choice:id,topic_id,value_x,done_by_y,notes_y,start_date_date,end_date_date,middle_date_date_x,middle_date,middle_date_date_y,value_y
316,2019-01,Median,http://www.median.eu/cs/wp-content/uploads/2019/01/MEDIAN_Snemovni_volebni_model_2019_01.pdf,2018-12-10,2019-01-24,2019-01-24,,,,1129,ČR,Michal Škop,,,model,2019-01,SPD,model psp,0.08,Michal Škop,,2018-12-10,2019-01-24,2019-01-01,2019-01-01,2019-01-01,0.06841630514435282
317,2019-01,Median,http://www.median.eu/cs/wp-content/uploads/2019/01/MEDIAN_Snemovni_volebni_model_2019_01.pdf,2018-12-10,2019-01-24,2019-01-24,,,,1129,ČR,Michal Škop,,,model,2019-01,KSČM,model psp,0.075,Michal Škop,,2018-12-10,2019-01-24,2019-01-01,2019-01-01,2019-01-01,0.08037399979375237
318,2019-01,Median,http://www.median.eu/cs/wp-content/uploads/2019/01/MEDIAN_Snemovni_volebni_model_2019_01.pdf,2018-12-10,2019-01-24,2019-01-24,,,,1129,ČR,Michal Škop,,,model,2019-01,ČSSD,model psp,0.09,Michal Škop,,2018-12-10,2019-01-24,2019-01-01,2019-01-01,2019-01-01,0.08513147775183004
319,2019-01,Median,http://www.median.eu/cs/wp-content/uploads/2019/01/MEDIAN_Snemovni_volebni_model_2019_01.pdf,2018-12-10,2019-01-24,2019-01-24,,,,1129,ČR,Michal Škop,,,model,2019-01,TOP 09,model psp,0.045,Michal Škop,,2018-12-10,2019-01-24,2019-01-01,2019-01-01,2019-01-01,0.040925484958296225
320,2019-01,Median,http://www.median.eu/cs/wp-content/uploads/2019/01/MEDIAN_Snemovni_volebni_model_2019_01.pdf,2018-12-10,2019-01-24,2019-01-24,,,,1129,ČR,Michal Škop,,,model,2019-01,KDU-ČSL,model psp,0.045,Michal Škop,,2018-12-10,2019-01-24,2019-01-01,2019-01-01,2019-01-01,0.050662864802124716
321,2019-01,Median,http://www.median.eu/cs/wp-content/uploads/2019/01/MEDIAN_Snemovni_volebni_model_2019_01.pdf,2018-12-10,2019-01-24,2019-01-24,,,,1129,ČR,Michal Škop,,,model,2019-01,STAN,model psp,0.04,Michal Škop,,2018-12-10,2019-01-24,2019-01-01,2019-01-01,2019-01-01,0.0446578671155592
322,2019-01,Median,http://www.median.eu/cs/wp-content/uploads/2019/01/MEDIAN_Snemovni_volebni_model_2019_01.pdf,2018-12-10,2019-01-24,2019-01-24,,,,1129,ČR,Michal Škop,,,model,2019-01,Zelení,model psp,0.01,Michal Škop,,2018-12-10,2019-01-24,2019-01-01,2019-01-01,2019-01-01,0.011518886061042484
323,2019-01,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4811/f9/pv190125.pdf,2019-01-05,2019-01-17,2019-01-25,,,,1062,ČR,Michal Škop,,,model,2019-01,ANO,model psp,0.31,Michal Škop,,2019-01-05,2019-01-17,2019-01-11,2019-01-11,2019-01-11,0.313398191053034
324,2019-01,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4811/f9/pv190125.pdf,2019-01-05,2019-01-17,2019-01-25,,,,1062,ČR,Michal Škop,,,model,2019-01,ČSSD,model psp,0.125,Michal Škop,,2019-01-05,2019-01-17,2019-01-11,2019-01-11,2019-01-11,0.08602589661661049
325,2019-01,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4811/f9/pv190125.pdf,2019-01-05,2019-01-17,2019-01-25,,,,1062,ČR,Michal Škop,,,model,2019-01,KSČM,model psp,0.095,Michal Škop,,2019-01-05,2019-01-17,2019-01-11,2019-01-11,2019-01-11,0.08051557659056663
326,2019-01,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4811/f9/pv190125.pdf,2019-01-05,2019-01-17,2019-01-25,,,,1062,ČR,Michal Škop,,,model,2019-01,ODS,model psp,0.13,Michal Škop,,2019-01-05,2019-01-17,2019-01-11,2019-01-11,2019-01-11,0.13698046216584087
327,2019-01,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4811/f9/pv190125.pdf,2019-01-05,2019-01-17,2019-01-25,,,,1062,ČR,Michal Škop,,,model,2019-01,TOP 09,model psp,0.03,Michal Škop,,2019-01-05,2019-01-17,2019-01-11,2019-01-11,2019-01-11,0.040364938612940854
328,2019-01,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4811/f9/pv190125.pdf,2019-01-05,2019-01-17,2019-01-25,,,,1062,ČR,Michal Škop,,,model,2019-01,KDU-ČSL,model psp,0.05,Michal Škop,,2019-01-05,2019-01-17,2019-01-11,2019-01-11,2019-01-11,0.050903002349823485
329,2019-01,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4811/f9/pv190125.pdf,2019-01-05,2019-01-17,2019-01-25,,,,1062,ČR,Michal Škop,,,model,2019-01,Piráti,model psp,0.15,Michal Škop,,2019-01-05,2019-01-17,2019-01-11,2019-01-11,2019-01-11,0.14581041994630053
330,2019-01,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4811/f9/pv190125.pdf,2019-01-05,2019-01-17,2019-01-25,,,,1062,ČR,Michal Škop,,,model,2019-01,SPD,model psp,0.04,Michal Škop,,2019-01-05,2019-01-17,2019-01-11,2019-01-11,2019-01-11,0.06763942316609203
331,2019-01,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4811/f9/pv190125.pdf,2019-01-05,2019-01-17,2019-01-25,,,,1062,ČR,Michal Škop,,,model,2019-01,STAN,model psp,0.035,Michal Škop,,2019-01-05,2019-01-17,2019-01-11,2019-01-11,2019-01-11,0.04448820098888558
332,2019-01,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4811/f9/pv190125.pdf,2019-01-05,2019-01-17,2019-01-25,,,,1062,ČR,Michal Škop,,,model,2019-01,Zelení,model psp,0.015,Michal Škop,,2019-01-05,2019-01-17,2019-01-11,2019-01-11,2019-01-11,0.011840839033585671
333,2019-01,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2247140-trendy_ceska_2019_vlna_46_volebni_model.pdf,2019-01-12,2019-02-01,2019-02-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-01,ANO,model psp,0.32,Michal Škop,,2019-01-12,2019-02-01,2019-01-22,2019-01-22,2019-01-22,0.3139406542555193
334,2019-01,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2247140-trendy_ceska_2019_vlna_46_volebni_model.pdf,2019-01-12,2019-02-01,2019-02-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-01,ODS,model psp,0.135,Michal Škop,,2019-01-12,2019-02-01,2019-01-22,2019-01-22,2019-01-22,0.13590216943895875
335,2019-01,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2247140-trendy_ceska_2019_vlna_46_volebni_model.pdf,2019-01-12,2019-02-01,2019-02-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-01,Piráti,model psp,0.165,Michal Škop,,2019-01-12,2019-02-01,2019-01-22,2019-01-22,2019-01-22,0.14691625683848974
336,2019-01,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2247140-trendy_ceska_2019_vlna_46_volebni_model.pdf,2019-01-12,2019-02-01,2019-02-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-01,KSČM,model psp,0.065,Michal Škop,,2019-01-12,2019-02-01,2019-01-22,2019-01-22,2019-01-22,0.07982916974088268
337,2019-01,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2247140-trendy_ceska_2019_vlna_46_volebni_model.pdf,2019-01-12,2019-02-01,2019-02-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-01,SPD,model psp,0.07,Michal Škop,,2019-01-12,2019-02-01,2019-01-22,2019-01-22,2019-01-22,0.06843085829507002
338,2019-01,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2247140-trendy_ceska_2019_vlna_46_volebni_model.pdf,2019-01-12,2019-02-01,2019-02-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-01,ČSSD,model psp,0.05,Michal Škop,,2019-01-12,2019-02-01,2019-01-22,2019-01-22,2019-01-22,0.08470422098301397
339,2019-01,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2247140-trendy_ceska_2019_vlna_46_volebni_model.pdf,2019-01-12,2019-02-01,2019-02-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-01,KDU-ČSL,model psp,0.05,Michal Škop,,2019-01-12,2019-02-01,2019-01-22,2019-01-22,2019-01-22,0.051200485420972545
340,2019-01,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2247140-trendy_ceska_2019_vlna_46_volebni_model.pdf,2019-01-12,2019-02-01,2019-02-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-01,STAN,model psp,0.05,Michal Škop,,2019-01-12,2019-02-01,2019-01-22,2019-01-22,2019-01-22,0.04485914644661105
341,2019-01,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2247140-trendy_ceska_2019_vlna_46_volebni_model.pdf,2019-01-12,2019-02-01,2019-02-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-01,TOP 09,model psp,0.055,Michal Škop,,2019-01-12,2019-02-01,2019-01-22,2019-01-22,2019-01-22,0.04038632773013059
342,2019-01,STEM,https://www.stem.cz/stem-volebni-preference-leden-2019/,2019-01-25,2019-02-06,2019-02-12,,,,1084,ČR,Michal Škop,,,model,2019-01,ANO,model psp,0.319,Michal Škop,,2019-01-25,2019-02-06,2019-01-31,2019-01-31,2019-01-31,0.31407779769038335
343,2019-01,STEM,https://www.stem.cz/stem-volebni-preference-leden-2019/,2019-01-25,2019-02-06,2019-02-12,,,,1084,ČR,Michal Škop,,,model,2019-01,ODS,model psp,0.11,Michal Škop,,2019-01-25,2019-02-06,2019-01-31,2019-01-31,2019-01-31,0.13512483678955567
344,2019-01,STEM,https://www.stem.cz/stem-volebni-preference-leden-2019/,2019-01-25,2019-02-06,2019-02-12,,,,1084,ČR,Michal Škop,,,model,2019-01,Piráti,model psp,0.157,Michal Škop,,2019-01-25,2019-02-06,2019-01-31,2019-01-31,2019-01-31,0.14693620900777662
345,2019-01,STEM,https://www.stem.cz/stem-volebni-preference-leden-2019/,2019-01-25,2019-02-06,2019-02-12,,,,1084,ČR,Michal Škop,,,model,2019-01,KSČM,model psp,0.085,Michal Škop,,2019-01-25,2019-02-06,2019-01-31,2019-01-31,2019-01-31,0.07998005346534504
346,2019-01,STEM,https://www.stem.cz/stem-volebni-preference-leden-2019/,2019-01-25,2019-02-06,2019-02-12,,,,1084,ČR,Michal Škop,,,model,2019-01,SPD,model psp,0.077,Michal Škop,,2019-01-25,2019-02-06,2019-01-31,2019-01-31,2019-01-31,0.06896031392298801
347,2019-01,STEM,https://www.stem.cz/stem-volebni-preference-leden-2019/,2019-01-25,2019-02-06,2019-02-12,,,,1084,ČR,Michal Škop,,,model,2019-01,ČSSD,model psp,0.083,Michal Škop,,2019-01-25,2019-02-06,2019-01-31,2019-01-31,2019-01-31,0.08527335686347125
348,2019-01,STEM,https://www.stem.cz/stem-volebni-preference-leden-2019/,2019-01-25,2019-02-06,2019-02-12,,,,1084,ČR,Michal Škop,,,model,2019-01,KDU-ČSL,model psp,0.06,Michal Škop,,2019-01-25,2019-02-06,2019-01-31,2019-01-31,2019-01-31,0.05148059171113028
349,2019-01,STEM,https://www.stem.cz/stem-volebni-preference-leden-2019/,2019-01-25,2019-02-06,2019-02-12,,,,1084,ČR,Michal Škop,,,model,2019-01,STAN,model psp,0.04,Michal Škop,,2019-01-25,2019-02-06,2019-01-31,2019-01-31,2019-01-31,0.044907749105947276
350,2019-01,STEM,https://www.stem.cz/stem-volebni-preference-leden-2019/,2019-01-25,2019-02-06,2019-02-12,,,,1084,ČR,Michal Škop,,,model,2019-01,TOP 09,model psp,0.036000000000000004,Michal Škop,,2019-01-25,2019-02-06,2019-01-31,2019-01-31,2019-01-31,0.03974059613362521
351,2019-01,STEM,https://www.stem.cz/stem-volebni-preference-leden-2019/,2019-01-25,2019-02-06,2019-02-12,,,,1084,ČR,Michal Škop,,,model,2019-01,Zelení,model psp,0.01,Michal Škop,,2019-01-25,2019-02-06,2019-01-31,2019-01-31,2019-01-31,0.012034202705570781
352,2019-02,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4848/f9/pv190222.pdf,2019-02-02,2019-02-13,2019-02-22,,,,1040,ČR,Michal Škop,,,model,2019-02,ANO,model psp,0.305,Michal Škop,,2019-02-02,2019-02-13,2019-02-07,2019-02-07,2019-02-07,0.31400918859622257
353,2019-02,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4848/f9/pv190222.pdf,2019-02-02,2019-02-13,2019-02-22,,,,1040,ČR,Michal Škop,,,model,2019-02,ČSSD,model psp,0.11,Michal Škop,,2019-02-02,2019-02-13,2019-02-07,2019-02-07,2019-02-07,0.08577085723201895
354,2019-02,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4848/f9/pv190222.pdf,2019-02-02,2019-02-13,2019-02-22,,,,1040,ČR,Michal Škop,,,model,2019-02,KSČM,model psp,0.1,Michal Škop,,2019-02-02,2019-02-13,2019-02-07,2019-02-07,2019-02-07,0.07991819579528886
355,2019-02,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4848/f9/pv190222.pdf,2019-02-02,2019-02-13,2019-02-22,,,,1040,ČR,Michal Škop,,,model,2019-02,ODS,model psp,0.145,Michal Škop,,2019-02-02,2019-02-13,2019-02-07,2019-02-07,2019-02-07,0.13541811428225423
356,2019-02,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4848/f9/pv190222.pdf,2019-02-02,2019-02-13,2019-02-22,,,,1040,ČR,Michal Škop,,,model,2019-02,TOP 09,model psp,0.03,Michal Škop,,2019-02-02,2019-02-13,2019-02-07,2019-02-07,2019-02-07,0.03939391822060766
357,2019-02,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4848/f9/pv190222.pdf,2019-02-02,2019-02-13,2019-02-22,,,,1040,ČR,Michal Škop,,,model,2019-02,KDU-ČSL,model psp,0.05,Michal Škop,,2019-02-02,2019-02-13,2019-02-07,2019-02-07,2019-02-07,0.05139331742384821
358,2019-02,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4848/f9/pv190222.pdf,2019-02-02,2019-02-13,2019-02-22,,,,1040,ČR,Michal Škop,,,model,2019-02,Piráti,model psp,0.145,Michal Škop,,2019-02-02,2019-02-13,2019-02-07,2019-02-07,2019-02-07,0.14660411600938686
359,2019-02,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4848/f9/pv190222.pdf,2019-02-02,2019-02-13,2019-02-22,,,,1040,ČR,Michal Škop,,,model,2019-02,SPD,model psp,0.045,Michal Škop,,2019-02-02,2019-02-13,2019-02-07,2019-02-07,2019-02-07,0.06907321366751043
360,2019-02,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4848/f9/pv190222.pdf,2019-02-02,2019-02-13,2019-02-22,,,,1040,ČR,Michal Škop,,,model,2019-02,STAN,model psp,0.045,Michal Škop,,2019-02-02,2019-02-13,2019-02-07,2019-02-07,2019-02-07,0.04511266031380924
361,2019-02,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4848/f9/pv190222.pdf,2019-02-02,2019-02-13,2019-02-22,,,,1040,ČR,Michal Škop,,,model,2019-02,Zelení,model psp,0.01,Michal Škop,,2019-02-02,2019-02-13,2019-02-07,2019-02-07,2019-02-07,0.01218217422793234
362,2019-02,Median,http://www.median.eu/cs/wp-content/uploads/2019/02/MEDIAN_Snemovni_volebni_model_2019_02.pdf,2019-01-24,2019-02-24,2019-02-27,,,,1018,ČR,Michal Škop,,,model,2019-02,ANO,model psp,0.335,Michal Škop,,2019-01-24,2019-02-24,2019-02-08,2019-02-08,2019-02-08,0.3140437782291106
363,2019-02,Median,http://www.median.eu/cs/wp-content/uploads/2019/02/MEDIAN_Snemovni_volebni_model_2019_02.pdf,2019-01-24,2019-02-24,2019-02-27,,,,1018,ČR,Michal Škop,,,model,2019-02,ODS,model psp,0.13,Michal Škop,,2019-01-24,2019-02-24,2019-02-08,2019-02-08,2019-02-08,0.13541206590076266
364,2019-02,Median,http://www.median.eu/cs/wp-content/uploads/2019/02/MEDIAN_Snemovni_volebni_model_2019_02.pdf,2019-01-24,2019-02-24,2019-02-27,,,,1018,ČR,Michal Škop,,,model,2019-02,Piráti,model psp,0.13,Michal Škop,,2019-01-24,2019-02-24,2019-02-08,2019-02-08,2019-02-08,0.14656564149809537
365,2019-02,Median,http://www.median.eu/cs/wp-content/uploads/2019/02/MEDIAN_Snemovni_volebni_model_2019_02.pdf,2019-01-24,2019-02-24,2019-02-27,,,,1018,ČR,Michal Škop,,,model,2019-02,SPD,model psp,0.07,Michal Škop,,2019-01-24,2019-02-24,2019-02-08,2019-02-08,2019-02-08,0.06920697325811434
366,2019-02,Median,http://www.median.eu/cs/wp-content/uploads/2019/02/MEDIAN_Snemovni_volebni_model_2019_02.pdf,2019-01-24,2019-02-24,2019-02-27,,,,1018,ČR,Michal Škop,,,model,2019-02,KSČM,model psp,0.075,Michal Škop,,2019-01-24,2019-02-24,2019-02-08,2019-02-08,2019-02-08,0.07981112404998013
367,2019-02,Median,http://www.median.eu/cs/wp-content/uploads/2019/02/MEDIAN_Snemovni_volebni_model_2019_02.pdf,2019-01-24,2019-02-24,2019-02-27,,,,1018,ČR,Michal Škop,,,model,2019-02,ČSSD,model psp,0.08,Michal Škop,,2019-01-24,2019-02-24,2019-02-08,2019-02-08,2019-02-08,0.0857215040945842
368,2019-02,Median,http://www.median.eu/cs/wp-content/uploads/2019/02/MEDIAN_Snemovni_volebni_model_2019_02.pdf,2019-01-24,2019-02-24,2019-02-27,,,,1018,ČR,Michal Škop,,,model,2019-02,TOP 09,model psp,0.04,Michal Škop,,2019-01-24,2019-02-24,2019-02-08,2019-02-08,2019-02-08,0.039391594081168234
369,2019-02,Median,http://www.median.eu/cs/wp-content/uploads/2019/02/MEDIAN_Snemovni_volebni_model_2019_02.pdf,2019-01-24,2019-02-24,2019-02-27,,,,1018,ČR,Michal Škop,,,model,2019-02,KDU-ČSL,model psp,0.06,Michal Škop,,2019-01-24,2019-02-24,2019-02-08,2019-02-08,2019-02-08,0.05138796981379398
370,2019-02,Median,http://www.median.eu/cs/wp-content/uploads/2019/02/MEDIAN_Snemovni_volebni_model_2019_02.pdf,2019-01-24,2019-02-24,2019-02-27,,,,1018,ČR,Michal Škop,,,model,2019-02,STAN,model psp,0.05,Michal Škop,,2019-01-24,2019-02-24,2019-02-08,2019-02-08,2019-02-08,0.04514180439948266
371,2019-02,Median,http://www.median.eu/cs/wp-content/uploads/2019/02/MEDIAN_Snemovni_volebni_model_2019_02.pdf,2019-01-24,2019-02-24,2019-02-27,,,,1018,ČR,Michal Škop,,,model,2019-02,Zelení,model psp,0.015,Michal Škop,,2019-01-24,2019-02-24,2019-02-08,2019-02-08,2019-02-08,0.012216122834973942
372,2019-02,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2261444-trendy_ceska_2019_vlna_47_volebni_model.pdf,2019-02-09,2019-03-01,2019-03-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-02,ANO,model psp,0.31,Michal Škop,,2019-02-09,2019-03-01,2019-02-19,2019-02-19,2019-02-19,0.3132711229800236
373,2019-02,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2261444-trendy_ceska_2019_vlna_47_volebni_model.pdf,2019-02-09,2019-03-01,2019-03-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-02,ODS,model psp,0.125,Michal Škop,,2019-02-09,2019-03-01,2019-02-19,2019-02-19,2019-02-19,0.13564432131015614
374,2019-02,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2261444-trendy_ceska_2019_vlna_47_volebni_model.pdf,2019-02-09,2019-03-01,2019-03-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-02,Piráti,model psp,0.175,Michal Škop,,2019-02-09,2019-03-01,2019-02-19,2019-02-19,2019-02-19,0.14705017591299369
375,2019-02,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2261444-trendy_ceska_2019_vlna_47_volebni_model.pdf,2019-02-09,2019-03-01,2019-03-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-02,KSČM,model psp,0.06,Michal Škop,,2019-02-09,2019-03-01,2019-02-19,2019-02-19,2019-02-19,0.07886431963105804
376,2019-02,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2261444-trendy_ceska_2019_vlna_47_volebni_model.pdf,2019-02-09,2019-03-01,2019-03-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-02,SPD,model psp,0.095,Michal Škop,,2019-02-09,2019-03-01,2019-02-19,2019-02-19,2019-02-19,0.07067978974279765
377,2019-02,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2261444-trendy_ceska_2019_vlna_47_volebni_model.pdf,2019-02-09,2019-03-01,2019-03-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-02,ČSSD,model psp,0.065,Michal Škop,,2019-02-09,2019-03-01,2019-02-19,2019-02-19,2019-02-19,0.08547986340938406
378,2019-02,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2261444-trendy_ceska_2019_vlna_47_volebni_model.pdf,2019-02-09,2019-03-01,2019-03-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-02,KDU-ČSL,model psp,0.045,Michal Škop,,2019-02-09,2019-03-01,2019-02-19,2019-02-19,2019-02-19,0.05084859799553811
379,2019-02,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2261444-trendy_ceska_2019_vlna_47_volebni_model.pdf,2019-02-09,2019-03-01,2019-03-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-02,STAN,model psp,0.05,Michal Škop,,2019-02-09,2019-03-01,2019-02-19,2019-02-19,2019-02-19,0.045202254272012854
380,2019-02,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2261444-trendy_ceska_2019_vlna_47_volebni_model.pdf,2019-02-09,2019-03-01,2019-03-10,,ČT,,1200,ČR,Michal Škop,,,model,2019-02,TOP 09,model psp,0.04,Michal Škop,,2019-02-09,2019-03-01,2019-02-19,2019-02-19,2019-02-19,0.03933141700609077
381,2019-03,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4889/f9/pv190325.pdf,2019-03-02,2019-03-13,2019-03-25,,,,1070,ČR,Michal Škop,,,model,2019-03,ANO,model psp,0.32,Michal Škop,,2019-03-02,2019-03-13,2019-03-07,2019-03-07,2019-03-07,0.31238374471440145
382,2019-03,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4889/f9/pv190325.pdf,2019-03-02,2019-03-13,2019-03-25,,,,1070,ČR,Michal Škop,,,model,2019-03,ČSSD,model psp,0.125,Michal Škop,,2019-03-02,2019-03-13,2019-03-07,2019-03-07,2019-03-07,0.08678543952628559
383,2019-03,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4889/f9/pv190325.pdf,2019-03-02,2019-03-13,2019-03-25,,,,1070,ČR,Michal Škop,,,model,2019-03,KSČM,model psp,0.085,Michal Škop,,2019-03-02,2019-03-13,2019-03-07,2019-03-07,2019-03-07,0.07898567775127002
384,2019-03,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4889/f9/pv190325.pdf,2019-03-02,2019-03-13,2019-03-25,,,,1070,ČR,Michal Škop,,,model,2019-03,ODS,model psp,0.14,Michal Škop,,2019-03-02,2019-03-13,2019-03-07,2019-03-07,2019-03-07,0.13685713483930212
385,2019-03,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4889/f9/pv190325.pdf,2019-03-02,2019-03-13,2019-03-25,,,,1070,ČR,Michal Škop,,,model,2019-03,TOP 09,model psp,0.04,Michal Škop,,2019-03-02,2019-03-13,2019-03-07,2019-03-07,2019-03-07,0.039187177105092105
386,2019-03,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4889/f9/pv190325.pdf,2019-03-02,2019-03-13,2019-03-25,,,,1070,ČR,Michal Škop,,,model,2019-03,KDU-ČSL,model psp,0.055,Michal Škop,,2019-03-02,2019-03-13,2019-03-07,2019-03-07,2019-03-07,0.05051921367970198
387,2019-03,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4889/f9/pv190325.pdf,2019-03-02,2019-03-13,2019-03-25,,,,1070,ČR,Michal Škop,,,model,2019-03,Piráti,model psp,0.125,Michal Škop,,2019-03-02,2019-03-13,2019-03-07,2019-03-07,2019-03-07,0.14549943741990218
388,2019-03,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4889/f9/pv190325.pdf,2019-03-02,2019-03-13,2019-03-25,,,,1070,ČR,Michal Škop,,,model,2019-03,SPD,model psp,0.045,Michal Škop,,2019-03-02,2019-03-13,2019-03-07,2019-03-07,2019-03-07,0.07089982298769011
389,2019-03,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4889/f9/pv190325.pdf,2019-03-02,2019-03-13,2019-03-25,,,,1070,ČR,Michal Škop,,,model,2019-03,STAN,model psp,0.035,Michal Škop,,2019-03-02,2019-03-13,2019-03-07,2019-03-07,2019-03-07,0.044902136736041376
390,2019-03,CVVM,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a4889/f9/pv190325.pdf,2019-03-02,2019-03-13,2019-03-25,,,,1070,ČR,Michal Škop,,,model,2019-03,Zelení,model psp,0.01,Michal Škop,,2019-03-02,2019-03-13,2019-03-07,2019-03-07,2019-03-07,0.012689636765380388
391,2019-03,Median,http://www.median.eu/cs/wp-content/uploads/2019/03/MEDIAN_Snemovni_volebni_model_2019_03.pdf,2019-02-24,2019-03-24,2019-03-28,,,,1038,ČR,Michal Škop,,,model,2019-03,ANO,model psp,0.305,Michal Škop,,2019-02-24,2019-03-24,2019-03-10,2019-03-10,2019-03-10,0.3121085289392621
392,2019-03,Median,http://www.median.eu/cs/wp-content/uploads/2019/03/MEDIAN_Snemovni_volebni_model_2019_03.pdf,2019-02-24,2019-03-24,2019-03-28,,,,1038,ČR,Michal Škop,,,model,2019-03,ODS,model psp,0.14,Michal Škop,,2019-02-24,2019-03-24,2019-03-10,2019-03-10,2019-03-10,0.1370312451166566
393,2019-03,Median,http://www.median.eu/cs/wp-content/uploads/2019/03/MEDIAN_Snemovni_volebni_model_2019_03.pdf,2019-02-24,2019-03-24,2019-03-28,,,,1038,ČR,Michal Škop,,,model,2019-03,Piráti,model psp,0.14,Michal Škop,,2019-02-24,2019-03-24,2019-03-10,2019-03-10,2019-03-10,0.14552251197403185
394,2019-03,Median,http://www.median.eu/cs/wp-content/uploads/2019/03/MEDIAN_Snemovni_volebni_model_2019_03.pdf,2019-02-24,2019-03-24,2019-03-28,,,,1038,ČR,Michal Škop,,,model,2019-03,SPD,model psp,0.085,Michal Škop,,2019-02-24,2019-03-24,2019-03-10,2019-03-10,2019-03-10,0.07132602574128419
395,2019-03,Median,http://www.median.eu/cs/wp-content/uploads/2019/03/MEDIAN_Snemovni_volebni_model_2019_03.pdf,2019-02-24,2019-03-24,2019-03-28,,,,1038,ČR,Michal Škop,,,model,2019-03,KSČM,model psp,0.08,Michal Škop,,2019-02-24,2019-03-24,2019-03-10,2019-03-10,2019-03-10,0.07891812662301528
