,identifier,pollster:id,link,start_date,end_date,published_date,population,sponsor,method,n,area,done_by_x,notes_x,middle_date,,question:identifier,poll:identifier,choice:id,topic_id,value_x,done_by_y,notes_y,start_date_date,end_date_date,middle_date_date_x,middle_date_date_y,value_y
64,2021-03_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2550619-trendy_ceska_2021_vlna_68_volebni_model.pdf,2021-03-25,2021-04-01,2021-04-11,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,Piráti+STAN,model psp,0.3,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.26345206186833575
65,2021-03_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2550619-trendy_ceska_2021_vlna_68_volebni_model.pdf,2021-03-25,2021-04-01,2021-04-11,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,ANO,model psp,0.235,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.23183639132446943
66,2021-03_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2550619-trendy_ceska_2021_vlna_68_volebni_model.pdf,2021-03-25,2021-04-01,2021-04-11,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,SPOLU,model psp,0.19,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.18547573979564988
67,2021-03_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2550619-trendy_ceska_2021_vlna_68_volebni_model.pdf,2021-03-25,2021-04-01,2021-04-11,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,SPD,model psp,0.12,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.11393814820636068
68,2021-03_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2550619-trendy_ceska_2021_vlna_68_volebni_model.pdf,2021-03-25,2021-04-01,2021-04-11,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,KSČM,model psp,0.05,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.05214764238653588
69,2021-03_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2550619-trendy_ceska_2021_vlna_68_volebni_model.pdf,2021-03-25,2021-04-01,2021-04-11,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,ČSSD,model psp,0.03,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.04724548724249408
70,2021-03_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2550619-trendy_ceska_2021_vlna_68_volebni_model.pdf,2021-03-25,2021-04-01,2021-04-11,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,Trikolóra+Svobodní+Soukromníci,model psp,0.025,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.033248751111481734
71,2021-03_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2550619-trendy_ceska_2021_vlna_68_volebni_model.pdf,2021-03-25,2021-04-01,2021-04-11,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,Přísaha,model psp,0.02,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.03250330848896015
72,2021-03,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,,2021-03-28,,model,2021-03,ANO,model psp,0.20800000000000002,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.23183639132446943
73,2021-03,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,,2021-03-28,,model,2021-03,ODS,model psp,0.1,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.10164058147865569
74,2021-03,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,,2021-03-28,,model,2021-03,Piráti,model psp,0.172,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.1849167797513691
75,2021-03,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,,2021-03-28,,model,2021-03,KSČM,model psp,0.027000000000000003,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.05214764238653588
76,2021-03,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,,2021-03-28,,model,2021-03,SPD,model psp,0.126,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.11393814820636068
77,2021-03,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,,2021-03-28,,model,2021-03,ČSSD,model psp,0.03,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.04724548724249408
78,2021-03,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,,2021-03-28,,model,2021-03,KDU-ČSL,model psp,0.047,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.039436550423659573
79,2021-03,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,,2021-03-28,,model,2021-03,STAN,model psp,0.14300000000000002,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.1207160479740437
80,2021-03,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,,2021-03-28,,model,2021-03,TOP 09,model psp,0.055,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.0558727136124139
81,2021-03,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,,2021-03-28,,model,2021-03,Trikolóra,model psp,0.033,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.028229096420424378
82,2021-03_b,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,Piráti+STAN,model psp,0.285,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.26345206186833575
83,2021-03_b,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,ANO,model psp,0.221,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.23183639132446943
84,2021-03_b,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,SPOLU,model psp,0.182,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.18547573979564988
85,2021-03_b,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,SPD,model psp,0.134,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.11393814820636068
86,2021-03_b,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,KSČM,model psp,0.027999999999999997,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.05214764238653588
87,2021-03_b,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,ČSSD,model psp,0.037000000000000005,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.04724548724249408
88,2021-03_b,Data Collect,https://www.datacollect.cz/wp-content/uploads/2021/04/Volby_Report_brezen_2021.pdf,2021-03-25,2021-04-01,2021-04-12,,ČT,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-03, ale zkoumaly 2 různé modely",2021-03-28,,model,2021-03_b,Trikolóra+Svobodní+Soukromníci,model psp,0.051,Michal Škop,,2021-03-25,2021-04-01,2021-03-28,2021-03-28,0.033248751111481734
89,2021-04,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,,2021-04-10,,model,2021-04,Piráti+STAN,model psp,0.27899999999999997,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.2610118014156915
90,2021-04,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,,2021-04-10,,model,2021-04,ANO,model psp,0.24,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.22970646266174846
91,2021-04,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,,2021-04-10,,model,2021-04,SPOLU,model psp,0.166,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.1859103051998098
92,2021-04,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,,2021-04-10,,model,2021-04,SPD,model psp,0.128,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.11447234308515122
93,2021-04,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,,2021-04-10,,model,2021-04,ČSSD,model psp,0.07,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.04826342346263756
94,2021-04,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,,2021-04-10,,model,2021-04,KSČM,model psp,0.052000000000000005,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.05258787807712213
95,2021-04,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,,2021-04-10,,model,2021-04,Přísaha,model psp,0.024,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.03363524242366524
96,2021-04,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,,2021-04-10,,model,2021-04,Trikolóra+Svobodní+Soukromníci,model psp,0.019,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.03273556497110503
97,2021-04,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,,2021-04-10,,model,2021-04,Zelení,model psp,0.013999999999999999,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.01628700888887191
98,2021-04_b,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-10,,model,2021-04_b,ANO,model psp,0.23800000000000002,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.22970646266174846
99,2021-04_b,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-10,,model,2021-04_b,Piráti,model psp,0.18600000000000003,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.1820846429053709
100,2021-04_b,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-10,,model,2021-04_b,SPD,model psp,0.129,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.11447234308515122
101,2021-04_b,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-10,,model,2021-04_b,STAN,model psp,0.11,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.11851534559705158
102,2021-04_b,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-10,,model,2021-04_b,ODS,model psp,0.087,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.10339604564934951
103,2021-04_b,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-10,,model,2021-04_b,ČSSD,model psp,0.066,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.04826342346263756
104,2021-04_b,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-10,,model,2021-04_b,KSČM,model psp,0.051,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.05258787807712213
105,2021-04_b,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-10,,model,2021-04_b,TOP 09,model psp,0.040999999999999995,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.055297020514663175
106,2021-04_b,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-10,,model,2021-04_b,KDU-ČSL,model psp,0.035,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.038067651203941615
107,2021-04_b,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-10,,model,2021-04_b,Přísaha,model psp,0.024,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.03363524242366524
108,2021-04_b,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-10,,model,2021-04_b,Zelení,model psp,0.011000000000000001,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.01628700888887191
109,2021-04_b,STEM,https://www.stem.cz/volebni-preference-stem-duben-2021/,2021-04-07,2021-04-13,2021-04-23,,,,1049,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-10,,model,2021-04_b,Trikolóra,model psp,0.011000000000000001,Michal Škop,,2021-04-07,2021-04-13,2021-04-10,2021-04-10,0.02683919503522013
110,2021-04,Median,https://www.median.eu/cs/wp-content/uploads/2021/05/Volby_2021_04.pdf,2021-04-01,2021-05-04,2021-05-07,,,,1007,ČR,Michal Škop,,2021-04-17,,model,2021-04,ANO,model psp,0.21,Michal Škop,,2021-04-01,2021-05-04,2021-04-17,2021-04-17,0.22829325219667781
111,2021-04,Median,https://www.median.eu/cs/wp-content/uploads/2021/05/Volby_2021_04.pdf,2021-04-01,2021-05-04,2021-05-07,,,,1007,ČR,Michal Škop,,2021-04-17,,model,2021-04,Piráti+STAN,model psp,0.275,Michal Škop,,2021-04-01,2021-05-04,2021-04-17,2021-04-17,0.2592680326134047
112,2021-04,Median,https://www.median.eu/cs/wp-content/uploads/2021/05/Volby_2021_04.pdf,2021-04-01,2021-05-04,2021-05-07,,,,1007,ČR,Michal Škop,,2021-04-17,,model,2021-04,SPOLU,model psp,0.17,Michal Škop,,2021-04-01,2021-05-04,2021-04-17,2021-04-17,0.18681188572217405
113,2021-04,Median,https://www.median.eu/cs/wp-content/uploads/2021/05/Volby_2021_04.pdf,2021-04-01,2021-05-04,2021-05-07,,,,1007,ČR,Michal Škop,,2021-04-17,,model,2021-04,SPD,model psp,0.115,Michal Škop,,2021-04-01,2021-05-04,2021-04-17,2021-04-17,0.11407455141185167
114,2021-04,Median,https://www.median.eu/cs/wp-content/uploads/2021/05/Volby_2021_04.pdf,2021-04-01,2021-05-04,2021-05-07,,,,1007,ČR,Michal Škop,,2021-04-17,,model,2021-04,ČSSD,model psp,0.065,Michal Škop,,2021-04-01,2021-05-04,2021-04-17,2021-04-17,0.048074581949313085
115,2021-04,Median,https://www.median.eu/cs/wp-content/uploads/2021/05/Volby_2021_04.pdf,2021-04-01,2021-05-04,2021-05-07,,,,1007,ČR,Michal Škop,,2021-04-17,,model,2021-04,KSČM,model psp,0.06,Michal Škop,,2021-04-01,2021-05-04,2021-04-17,2021-04-17,0.05281013723262492
116,2021-04,Median,https://www.median.eu/cs/wp-content/uploads/2021/05/Volby_2021_04.pdf,2021-04-01,2021-05-04,2021-05-07,,,,1007,ČR,Michal Škop,,2021-04-17,,model,2021-04,Trikolóra+Svobodní+Soukromníci,model psp,0.025,Michal Škop,,2021-04-01,2021-05-04,2021-04-17,2021-04-17,0.03292633103776669
117,2021-04,Median,https://www.median.eu/cs/wp-content/uploads/2021/05/Volby_2021_04.pdf,2021-04-01,2021-05-04,2021-05-07,,,,1007,ČR,Michal Škop,,2021-04-17,,model,2021-04,Zelení,model psp,0.03,Michal Škop,,2021-04-01,2021-05-04,2021-04-17,2021-04-17,0.016619134405395447
118,2021-04,Median,https://www.median.eu/cs/wp-content/uploads/2021/05/Volby_2021_04.pdf,2021-04-01,2021-05-04,2021-05-07,,,,1007,ČR,Michal Škop,,2021-04-17,,model,2021-04,Přísaha,model psp,0.025,Michal Škop,,2021-04-01,2021-05-04,2021-04-17,2021-04-17,0.03450712453815754
119,2021-04,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,,2021-04-21,,model,2021-04,ANO,model psp,0.2,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.22759834990536448
120,2021-04,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,,2021-04-21,,model,2021-04,ODS,model psp,0.115,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.10637100644741754
121,2021-04,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,,2021-04-21,,model,2021-04,Piráti,model psp,0.19,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.17941331260916396
122,2021-04,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,,2021-04-21,,model,2021-04,KSČM,model psp,0.05,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.05284367553634714
123,2021-04,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,,2021-04-21,,model,2021-04,SPD,model psp,0.11,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.11382986240241409
124,2021-04,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,,2021-04-21,,model,2021-04,ČSSD,model psp,0.035,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.047816675024378155
125,2021-04,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,,2021-04-21,,model,2021-04,KDU-ČSL,model psp,0.035,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.03724488335958934
126,2021-04,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,,2021-04-21,,model,2021-04,STAN,model psp,0.11,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.11753104857403086
127,2021-04,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,,2021-04-21,,model,2021-04,TOP 09,model psp,0.065,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.05617930520934066
128,2021-04,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,,2021-04-21,,model,2021-04,Přísaha,model psp,0.02,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.035102061923494736
129,2021-04,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,,2021-04-21,,model,2021-04,Trikolóra,model psp,0.02,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.02616150179675391
130,2021-04_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-21,,model,2021-04_b,Piráti+STAN,model psp,0.27,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.2579902017786671
131,2021-04_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-21,,model,2021-04_b,ANO,model psp,0.21,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.22759834990536448
132,2021-04_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-21,,model,2021-04_b,SPOLU,model psp,0.215,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.18764126165738407
133,2021-04_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-21,,model,2021-04_b,SPD,model psp,0.12,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.11382986240241409
134,2021-04_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-21,,model,2021-04_b,KSČM,model psp,0.05,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.05284367553634714
135,2021-04_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-21,,model,2021-04_b,ČSSD,model psp,0.04,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.047816675024378155
136,2021-04_b,Kantar,https://ct24.ceskatelevize.cz/sites/default/files/2557331-trendy_ceska_2021_duben_volebni_model.pdf,2021-04-12,2021-04-30,2021-05-09,,,,1200,ČR,Michal Škop,"jedná se o ten samý průzkum jako 2021-04, ale zkoumaly 2 různé modely",2021-04-21,,model,2021-04_b,Trikolóra+Svobodní+Soukromníci,model psp,0.035,Michal Škop,,2021-04-12,2021-04-30,2021-04-21,2021-04-21,0.032967435458908276
